Column1,EPISODE_ID,EVENT_ID,STATE,YEAR,MONTH_NAME,EVENT_TYPE,END_DATE_TIME,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,FLOOD_CAUSE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
35611,161842,977138,NORTH CAROLINA,2021,July,Flash Flood,7/19/21 19:30,100.00K,0.00K,911 Call Center,Heavy Rain,ESE,AUTRYVILLE,1,AUTRYVILLE,34.9912,-78.633,34.993,-78.6449,A wave of low pressure tracked along a stalled front across portions of the southern Coastal Plain. The combination of day time heating and the aforementioned frontal forcing and moisture pooling along the front lead to the development of heavy rain and isolated flash flooding in Sampson County.,Heavy rain and flash flooding wash out a portion of a road in Autryville.,CSV
35838,158680,960656,TEXAS,2021,May,Flash Flood,5/24/21 21:15,50.00K,0.00K,Emergency Manager,Heavy Rain,SSE,MANSFIELD,2,VENUS,32.5457,-97.1161,32.4539,-97.1005,"A slow-moving upper low produced widespread showers and thunderstorms across the region, some of which contained heavy rain resulting in a few instances of flooding.","Numerous roads and areas in the northeast part of the county were reported under water. In particular, a picture of water over FM 2738 was tweeted out. At least 3 water rescues were already conducted.",CSV
35968,160852,971605,NEW MEXICO,2021,September,Flash Flood,9/4/21 22:00,250.00K,0.00K,Social Media,Heavy Rain,NE,MORIARTY,2,MORIARTY,35.0161,-106.0339,35.022,-106.0428,"Atmospheric moisture values remained high across southern and eastern New Mexico on September 4, 2021, which led to another active monsoon day across the area. As an area of high pressure built over the Great Basin, much drier air filtered into the state from the north which led to warmer and drier conditions for the northwest quadrant of the state. Meanwhile, a backdoor cold front that moved through the east earlier in the day replenished low-level moisture across the plains, and the boundary provided instability that allowed for stronger thunderstorms. Roswell, which has already seen yearly rainfall totals above average, measured another one to three inches of rain which led to flash flooding and numerous water rescues in the city. A severe thunderstorm also impacted Moriarty which resulted in thunderstorm wind damage as well as flash flooding.","One to two inches of heavy rainfall caused flash flooding in Moriarty. Torrance County Dispatch reported torrential rainfall with a severe thunderstorm crossing Interstate 40 near Moriarty. Visibility was near zero which forced many travelers to pull off the road. Several Moriarty residents reported flood damage from the heavy rainfall. The water continued to flow southward through McIntosh and even caused Estancia Park Lake to overfill its banks. The extent of damages is unknown, therefore, damage amounts are a rough estimate.",CSV
35984,161421,974871,WEST VIRGINIA,2021,September,Flash Flood,9/1/21 12:30,1.00K,0.00K,911 Call Center,Heavy Rain,SW,BUCKHANNON,1,BUCKHANNON,38.9948,-80.2396,38.9982,-80.2206,"The remnants of Hurricane Ida surged into West Virginia on the first day of September and interacted with a stalled frontal boundary near the area. This inflicted heavy rainfall across the state and resulted in multiple instances of flash flooding, especially in Barbour County where multiple reports of flooded basements occurred. High water issues arose on several heavily trafficked roadways in Central and Northern West Virginia, which prompted temporary road closures. The highest rainfall totals occurred in Randolph County of 4.5 inches, but a notable 2 to 3.5 inches of rain was also observed in Upshur County, where a multitude of flash flooding events occurred. ||In Clay County, a surge of strong winds that occurred within the remnants of Ida resulted in several trees and power lines to be blown down in the town of Clay and Big Otter.","High water was observed across several roadways in Buckhannon, including East Main Street, Meadow Street, and the intersection of Route 20 and Kanawha Street.",CSV
36109,162065,978493,MISSISSIPPI,2021,September,Flash Flood,9/5/21 21:00,10.00K,0.00K,Law Enforcement,Heavy Rain,W,WINNA MONTGOMERY CO,2,FOLTZ,33.466,-89.775,33.422,-89.7775,"A cold front moved south into Mississippi, with thunderstorms along the front producing heavy rain and some flash flooding.",Multiple roads were flooded across southern portions of Montgomery County.,CSV
36110,162065,978494,MISSISSIPPI,2021,September,Flash Flood,9/5/21 21:00,5.00K,0.00K,Law Enforcement,Heavy Rain,NNW,CARROLL,1,CARROLL,33.414,-89.765,33.378,-89.769,"A cold front moved south into Mississippi, with thunderstorms along the front producing heavy rain and some flash flooding.",Water flowed across a portion of US Highway 51 between Vaiden and the Montgomery County line.,CSV
36146,160805,971308,GEORGIA,2021,July,Flash Flood,7/23/21 17:00,5.00K,0.00K,Emergency Manager,Heavy Rain,WSW,AUTREYVILLE,1,(MGR)MOULTRIE MUNICIPAL ARPT,31.0541,-83.789,31.0726,-83.7803,"A typical summertime pattern prevailed with scattered afternoon thunderstorms across portions of southwest and south-central Georgia. There were a few reports of wind damage with the strongest storms. In addition, pockets of flash flooding were observed in Colquitt county due to very heavy rainfall in excess of 5 inches in 2 hours.","Several homes between JD Herndon Road and Lanier Road along Highway 33 were surrounded by water.  Water entered a few residences, prompting residents to evacuate.",CSV
36163,159624,965333,COLORADO,2021,July,Flash Flood,7/23/21 16:20,5.00K,0.00K,Trained Spotter,Heavy Rain,N,RIFLE,0,RIFLE,39.53,-107.78,39.53,-107.78,"Abundant monsoon moisture remained in place across the Western Slope. As a result, another round of widespread showers and thunderstorms developed across the area with many storms producing heavy rain. This led to several reports of flash flooding and debris flows across portions of west-central and southwest Colorado.",Heavy rain resulted in urban flash flooding south-southwest of Rifle. A trained weather spotter reported gutters overflowing and flooding on roadways.,CSV
36239,158636,959443,MISSISSIPPI,2021,July,Flash Flood,7/10/21 12:15,10.00K,0.00K,Law Enforcement,Heavy Rain,NW,FRANKLIN,5,FRANKLIN,31.4658,-91.1682,31.4645,-91.1702,"Decaying mesoscale convective systems affected the ArkLaMiss region during the overnight and morning hours of the 10th through the 12th. These storms brought some heavy rain, which resulted in localized flash flooding to portions of the region as well as some damaging winds.",Flash flooding stranded a vehicle and neared a mobile home along Tower Road.,CSV
36245,159400,964036,INDIANA,2021,July,Flash Flood,7/29/21 23:30,20.00K,0.00K,Broadcast Media,Heavy Rain,N,OLD ST LOUIS,3,RUGBY,39.35,-85.7746,39.35,-85.7255,"A very warm and humid air mass combined with a slowly-approaching west-to-east cold front to initiate scattered evening thunderstorms.  Severe weather occurred in the most favorable environment, to the southeast of Indianapolis, wherein 3000-4000 MLCAPE, 125-175 0-3 km MLCAPE, and 100-200 effective storm relative helicity combined to form an intense, nearly-stationary QLCS.  Two EF-1 tornadoes, spawned from the QLCS, occurred within a small area where 50-100 0-1 km storm relative helicity overlapped with 100 mb LCL values under 750 meters.  The event's maximum precipitable water axis of 2.0-2.1 inches, west to east across southern Indiana, coincided with the 2-7 inch rainfall reports under the QLCS.",Indiana State Route 9 is impassable or washed out from the Shelby County line to Hope town square.  At least one water rescue was performed.,CSV
36533,158635,959350,MISSISSIPPI,2021,July,Flash Flood,7/7/21 12:30,2.00K,0.00K,Storm Chaser,Heavy Rain,E,LOUISVILLE,1,LOUISVILLE,33.1293,-89.0413,33.1203,-89.0418,A moist airmass was in place and contributed to flash flooding across the region during the afternoon hours.,Streets were flooded in downtown Louisville.,CSV
36543,158995,964356,VERMONT,2021,July,Flash Flood,7/20/21 21:00,50.00K,0.00K,Emergency Manager,Heavy Rain,SSW,IRASVILLE,2,IRASVILLE,44.154,-72.8436,44.1535,-72.8401,"A healthy upper level trough and frontal boundary moved from Ontario into VT during the overnight hours of July 20th. Ahead of this system, a vigorous squall line of thunderstorms that developed in Ontario during the early afternoon hours moved across northern NY from mid-afternoon into the evening hours and evening hours across VT with numerous reports of damaging winds.",Butternut Hill Road washed out gravel road due to heavy rainfall.,CSV
36569,160198,968165,ILLINOIS,2021,July,Flash Flood,7/16/21 17:10,30.00K,0.00K,Emergency Manager,Heavy Rain,SW,DU QUOIN,3,PYATTS,37.9995,-89.256,38.0032,-89.4227,"A series of slow-moving lines and clusters of thunderstorms moved east-southeast across southern Illinois from the midday hours through the early evening hours. The storms produced flooding rains and isolated strong wind gusts. The storms intensified during peak afternoon heating within a region of unstable southwest flow ahead of a mid-level disturbance. The disturbance rotated eastward near St. Louis, Missouri just ahead of a cold front. The soil across southern Illinois was saturated from an early morning round of thunderstorms. Runoff from the afternoon storms caused very large rises on area creeks, mainly north of a line from Carbondale to Harrisburg. One fatality was associated with record flooding of Rayse Creek near Mount Vernon.","Several streets in Du Quoin and elsewhere around the county were flooded. Emergency management reported several parts of U.S. Highway 51 in and north of Du Quoin were flooded with one to two feet of water, and cars were stalled out. Portions of Route 51 remained closed in and around Du Quoin into the early evening hours. Homes and businesses were surrounded by water. The 24-hour storm total rainfall at Tamaroa was reported to be 7.0 inches by a local television weather observer.",CSV
36594,160801,971302,VERMONT,2021,July,Flash Flood,7/12/21 1:00,25.00K,0.00K,Broadcast Media,Heavy Rain,SW,PUTNEY STATION,1,PUTNEY STATION,42.9613,-72.5312,42.9567,-72.5233,"Flash flooding from thunderstorms resulted in a culvert on Mill Brook near the Connecticut River in Dummerston, VT to be washed away.","A culvert on Mill Brook near the Connecticut River got washed away by stormwaters in Dummerston, VT.",CSV
36614,158737,971585,PENNSYLVANIA,2021,July,Flash Flood,7/13/21 1:15,300.00K,0.00K,State Official,Heavy Rain,SSE,ROSEVILLE,1,ROSEVILLE,41.8492,-76.9328,41.8881,-76.9634,"Thunderstorms formed during the afternoon and evening of the 12th in an environment of moderate CAPE and moderate shear southeast of a stationary front. Thunderstorms initially formed as single cells, then formed into multicell clusters later in the event over the Lower Susquehanna Valley.    Further north slower moving storms brought flooding around Mansfield in Tioga County.","At 1935 EDT Tioga County is activating their EOC to an enhanced level due to flooding conditions throughout the county. Trailer park on Benedict Lane in Roseville is being evacuated, one foot of water and rising. Rt 660 in Delmar Township is flooded. Route 6 in Mansfield is flooding. Numerous roadways washed out and flooded. |At 2020 EDT Roseville area at 73 Benedict Road (in Mansfield) a Mobile Home Park is flooding, 10 residents are being evacuated to the Mansfield Fire Department. Route 549 and Route 6 in Roseville are underwater in multiple locations. Route 549 is passable, but has substantial debris on the roadway from the flooding. At 2246 EDT a total of 38 persons were evacuated from the Roseville area this evening. Route 549 remains closed. Route 6 has reopened. Route 287 has reopened.",CSV
36664,158940,966442,PENNSYLVANIA,2021,June,Flash Flood,6/13/21 18:40,100.00K,10.00K,911 Call Center,Heavy Rain,ENE,OPTION,1,DORMONT,40.4391,-79.9482,40.4083,-80.0429,"An advancing cold front, along with shortwave support, created the chance for thunderstorms across the region. Sufficient shear (40kts in the 0-6km layer), moderate to high instability (1500-2000 J/kg of CAPE), and dry mid-level air resulted in damaging winds and hail. Flash flooding occurred, mostly south of Pittsburgh, with training storms.","Multiple reports of flooding south and east of Pittsburgh, numerous vehicles were stuck. In Whitehall, intersection of Provost and Wayman flooded near Saw Mill Run. Widespread flooding was reported in West Mifflin. In Monroeville, near  I-376 East, a vehicle was stranded on ramp. A few streets were flooded in Swissvale.",CSV
